antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'JAM MAKING SET PRINTED'}),0.05388421573478476,0.05522018802572984,0.022365165759524987,0.4150596877869605,7.516448288686803,1.0,0.019389669235031184,1.6151730223547571,0.91633440136476,0.257843696520251,0.3808712836584514,0.41003880446695695
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'JAM MAKING SET WITH JARS'}),0.05522018802572984,0.05388421573478476,0.022365165759524987,0.4050179211469534,7.516448288686803,1.0,0.019389669235031184,1.590158456686717,0.9176301502302072,0.257843696520251,0.3711318543161931,0.41003880446695695
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'}),0.05388421573478476,0.06660069272637308,0.018208807521029192,0.3379247015610652,5.073891692829961,1.0,0.014620081426075196,1.4098083850499024,0.8486409774820763,0.1780358006773101,0.29068374780264666,0.30566368807622357
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.050816427511133105,0.04784760019792182,0.03132112815437902,0.6163583252190846,12.881697779397829,1.0,0.02888968404733965,2.481879478671914,0.9717514166168225,0.4650991917707568,0.5970795485463649,0.6354800933230893
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.04784760019792182,0.050816427511133105,0.03132112815437902,0.6546018614270941,12.881697779397829,1.0,0.02888968404733965,2.7480853730441144,0.9687214792371514,0.4650991917707568,0.6361102861617876,0.6354800933230893
frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04151410192973776,0.10212765957446808,0.014547253834735279,0.35041716328963046,3.4311680572109653,1.0,0.010307515765315252,1.382229162600039,0.7392430721707918,0.11268685320045996,0.27653096385337994,0.2464295118773734
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.050816427511133105,0.037555665512122714,0.022464126669965365,0.44206426484907496,11.770907500131495,1.0,0.02055568191583622,1.7250093045707675,0.9640335227065262,0.34084084084084076,0.42029298198549203,0.52010986628488
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.037555665512122714,0.050816427511133105,0.022464126669965365,0.5981554677206851,11.770907500131495,1.0,0.02055568191583622,2.362066660718196,0.9507508645354632,0.34084084084084076,0.5766419226729419,0.52010986628488
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.037555665512122714,0.04784760019792182,0.020336467095497277,0.5415019762845849,11.317223309939461,1.0,0.018539518626906348,2.0766772168097045,0.9472122912638046,0.31254752851711026,0.5184615153932058,0.48326391471933483
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04784760019792182,0.037555665512122714,0.020336467095497277,0.42502585315408475,11.317223309939463,1.0,0.018539518626906348,1.6738914954132682,0.9574508276969423,0.31254752851711026,0.402589712212434,0.48326391471933483
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.022464126669965365,0.04784760019792182,0.015141019297377536,0.6740088105726871,14.08657503792555,1.0,0.01406616474567756,2.9207918210144825,0.950359417574143,0.27443946188340806,0.6576270883788394,0.49522570828530943
"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.03132112815437902,0.037555665512122714,0.015141019297377536,0.4834123222748815,12.87188805424948,1.0,0.013964733484949348,1.8630803172196522,0.9521332055323023,0.281767955801105,0.463254487336145,0.44328718880542495
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.020336467095497277,0.050816427511133105,0.015141019297377536,0.7445255474452556,14.651276839209945,1.0,0.014107592691386655,3.715375698027852,0.9510883397755283,0.27031802120141346,0.7308482152879432,0.521240378396435
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",0.037555665512122714,0.03132112815437902,0.015141019297377536,0.4031620553359684,12.87188805424948,1.0,0.013964733484949348,1.6230182422314046,0.9583009492933979,0.281767955801105,0.383863980096027,0.44328718880542495
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",0.04784760019792182,0.022464126669965365,0.015141019297377536,0.3164426059979317,14.08657503792555,1.0,0.01406616474567756,1.4300713910894758,0.9756950919084744,0.27443946188340806,0.3007342107318384,0.49522570828530943
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'POSTAGE'}),0.035774369124195946,0.05294408708560119,0.01152894606630381,0.322268326417704,6.086955959721306,1.0,0.009634904751959937,1.3973906633410416,0.8667206551919393,0.14935897435897436,0.2843805055852559,0.27001266788174916
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'LUNCH BAG WOODLAND'}),0.035774369124195946,0.049678377041068776,0.011182582879762494,0.3125864453665283,6.292203247866073,1.0,0.009405370282004319,1.3824598257531333,0.8722783648368257,0.15056628914057296,0.27665167452137546,0.2688430234800769
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'SPACEBOY LUNCH BOX'}),0.03483424047501237,0.043740722414646216,0.013013359722909451,0.37357954545454547,8.540772187371452,1.0,0.011489684879766902,1.5265454227212902,0.9147802431074148,0.19849056603773585,0.3449261416556123,0.33554542883587
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03483424047501237,0.04106877783275606,0.01256803562592776,0.36079545454545453,8.785151971522453,1.0,0.011137435942886678,1.500194623123866,0.9181548015510673,0.1984375,0.33341982127779346,0.3334097754654983
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'LUNCH BOX I LOVE LONDON'}),0.04106877783275606,0.03483424047501237,0.01256803562592776,0.3060240963855422,8.785151971522453,1.0,0.011137435942886678,1.3907770493155203,0.9241242290534117,0.1984375,0.28097749348671214,0.3334097754654983
frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),frozenset({'VINTAGE SNAP CARDS'}),0.029440870856011877,0.04359228104898565,0.016575952498762987,0.5630252100840335,12.915708848806261,1.0,0.015292557782080827,2.1887022799071287,0.9505602246224903,0.2936021034180543,0.5431082568057487,0.47163746315779426
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),0.04359228104898565,0.029440870856011877,0.016575952498762987,0.380249716231555,12.915708848806263,1.0,0.015292557782080827,1.5660487047176803,0.9646251128340912,0.2936021034180543,0.36145025567370515,0.47163746315779426
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.020385947550717466,0.05086590796635329,0.011726867887184562,0.5752427184466019,11.309003248838351,1.0,0.010689918155262861,2.2345328338163566,0.9305449171654809,0.19700748129675813,0.5524791648319166,0.40289373276415696
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.020385947550717466,0.043295398317664525,0.011380504700643246,0.558252427184466,12.89403606102635,1.0,0.010497886981351916,2.1657269005116606,0.9416410089732383,0.21759697256385996,0.5382612647219063,0.41055478502080445
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.020385947550717466,0.040920336467095496,0.010390895596239486,0.5097087378640777,12.456122844296264,1.0,0.009556695763263566,1.9561426800770132,0.9388577008740662,0.20408163265306123,0.4887898463722339,0.38181930242659745
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.054032657100445323,0.10895596239485403,0.02003958436417615,0.3708791208791209,3.403935982273857,1.0,0.014152404209045987,1.4163320073723717,0.746561123316014,0.14018691588785048,0.29395085700616574,0.27740141330059587
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04740227610094013,0.054032657100445323,0.026521523998020782,0.5594989561586639,10.354829582386992,1.0,0.02396025306767805,2.1474803661084674,0.9483821801030171,0.35402906208718626,0.5343380010443873,0.5251707235005774
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.054032657100445323,0.04740227610094013,0.026521523998020782,0.4908424908424909,10.354829582386994,1.0,0.02396025306767805,1.8709293426218947,0.9550294869412745,0.35402906208718626,0.4655062715523967,0.5251707235005774
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04740227610094013,0.10895596239485403,0.016575952498762987,0.34968684759916485,3.209432874649919,1.0,0.011411191886478466,1.3701768668149754,0.7226749072009576,0.11858407079646016,0.2701672140148335,0.25091063542537717
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.016575952498762987,0.054032657100445323,0.010737258782780802,0.6477611940298508,11.988327592805206,1.0,0.009841616025301871,2.6855852531470408,0.9320348955163319,0.1793388429752066,0.627641684869928,0.4232395713738997
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.02003958436417615,0.04740227610094013,0.010737258782780802,0.5358024691358024,11.303306786257377,1.0,0.009787336871802041,2.052138713718719,0.9301705453052049,0.18935427574171027,0.51270350619336,0.38115801953658596
"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.026521523998020782,0.10895596239485403,0.010737258782780802,0.4048507462686567,3.7157282389144197,1.0,0.00784758061139823,1.4971774424964208,0.7507857337270317,0.0860769535898453,0.3320764983390466,0.25169876096357446
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.026669965363681346,0.054032657100445323,0.010588817417120238,0.3970315398886828,7.347992143910512,1.0,0.00914776832374369,1.5688504548395692,0.8875801324308236,0.15102328863796755,0.3625906172795418,0.29650111792968936
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03567540821375557,0.10895596239485403,0.023701138050470066,0.6643550624133149,6.097464037862441,1.0,0.019814089614711046,2.6547221120384723,0.8669253069367003,0.19599018003273327,0.6233127394143211,0.4409422905163759
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03132112815437902,0.041365660564077186,0.01632855022266205,0.5213270142180095,12.602893489648293,1.0,0.015032931066944045,2.0026915408017794,0.9504214128824642,0.2897278314310799,0.5006719808684821,0.4580319281616364
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.041365660564077186,0.03132112815437902,0.01632855022266205,0.3947368421052632,12.602893489648293,1.0,0.015032931066944045,1.6004259621797219,0.9603798905749975,0.2897278314310799,0.3751663471904464,0.4580319281616364
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03176645225136071,0.03132112815437902,0.012963879267689262,0.40809968847352024,13.029533497709075,1.0,0.011968918145714432,1.6365574624339174,0.9535419254367623,0.2586377097729517,0.3889612659779253,0.4110008710930002
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.03132112815437902,0.03176645225136071,0.012963879267689262,0.41390205371248023,13.029533497709075,1.0,0.011968918145714432,1.6519995572099424,0.953103560144382,0.2586377097729517,0.3946729612392286,0.4110008710930002
frozenset({'HOT WATER BOTTLE KEEP CALM'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03814943097476497,0.03132112815437902,0.013013359722909451,0.3411154345006485,10.890905104673154,1.0,0.011818476506332201,1.4701799413247516,0.9442009976807629,0.23049956178790534,0.31981115243694674,0.37829863352204623
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.03132112815437902,0.03814943097476497,0.013013359722909451,0.41548183254344395,10.890905104673154,1.0,0.011818476506332201,1.6455443518729023,0.9375452415546993,0.23049956178790534,0.3922983608057514,0.37829863352204623
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07624938149430975,0.10212765957446808,0.02835230084116774,0.3718364698247891,3.6408987670343933,1.0,0.020565129965153126,1.4293608229294883,0.785214675390707,0.18898416886543537,0.3003865896152864,0.32472637444727825
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.10212765957446808,0.0599208312716477,0.04052449282533399,0.39680232558139533,6.622109826589595,1.0,0.03440491856780401,1.5584926941809791,0.9455583910560214,0.3334690553745928,0.3583543870730038,0.5365514518080386
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0599208312716477,0.10212765957446808,0.04052449282533399,0.676300578034682,6.622109826589595,1.0,0.03440491856780401,2.773784194528875,0.9031055615612696,0.3334690553745928,0.6394816864367312,0.5365514518080386
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.02835230084116774,0.0599208312716477,0.012320633349826818,0.4345549738219895,7.252151957838487,1.0,0.01062173991496021,1.662547418769586,0.8872659247265581,0.16221498371335502,0.39851339654415535,0.320085083938245
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015982187036120733,0.10212765957446808,0.012320633349826818,0.7708978328173374,7.548374613003095,1.0,0.010688409992946402,3.9190914318573875,0.8816112238969455,0.11646398503274087,0.7448388185406364,0.44576868385052915
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.04052449282533399,0.07624938149430975,0.012320633349826818,0.304029304029304,3.9873019042389575,1.0,0.009230665836524508,1.3272837834318603,0.7808472816540776,0.11795357650402652,0.24658161842799473,0.2328063457200381
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.05828797624938149,0.0599208312716477,0.025432953983176645,0.4363327674023769,7.2818209985153075,1.0,0.021940289993171647,1.6677910553644564,0.9160674301565416,0.27413333333333334,0.4004045070373197,0.4303876884080423
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0599208312716477,0.05828797624938149,0.025432953983176645,0.4244426094137077,7.281820998515308,1.0,0.021940289993171647,1.6361739752682913,0.9176585783851413,0.27413333333333334,0.388818050454552,0.4303876884080423
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05828797624938149,0.10212765957446808,0.03567540821375557,0.6120543293718167,5.993031975099039,1.0,0.029722593618074056,2.3144280459984174,0.884707353233535,0.28599761999206663,0.5679278075942034,0.4806880173990866
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.10212765957446808,0.05828797624938149,0.03567540821375557,0.3493217054263566,5.993031975099038,1.0,0.029722593618074056,1.4472774512444353,0.9279042404243713,0.28599761999206663,0.30904748143477656,0.4806880173990866
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03567540821375557,0.0599208312716477,0.020385947550717466,0.5714285714285714,9.536392591718768,1.0,0.018248247434593863,2.1935180603661553,0.9282543999179024,0.2710526315789473,0.544111344206086,0.45582163501238643
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.025432953983176645,0.10212765957446808,0.020385947550717466,0.801556420233463,7.8485732814526585,1.0,0.01778853948435049,4.5245723821443455,0.8953599567799484,0.1902123730378578,0.7789846386486435,0.5005844116671191
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04052449282533399,0.05828797624938149,0.020385947550717466,0.503052503052503,8.630467815527238,1.0,0.018023856875396167,1.894992991281957,0.9214736793618098,0.2599369085173502,0.47229356277275575,0.42639891706105626
frozenset({'JUMBO STORAGE BAG SUKI'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.05828797624938149,0.04052449282533399,0.020385947550717466,0.34974533106960953,8.63046781552724,1.0,0.018023856875396167,1.4755380515035985,0.9388554075506964,0.2599369085173502,0.3222811170603274,0.42639891706105626
frozenset({'JUMBO BAG PINK POLKADOT'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.0599208312716477,0.03567540821375557,0.020385947550717466,0.34021469859620146,9.536392591718768,1.0,0.018248247434593863,1.4615733174632566,0.9521948523606504,0.2710526315789473,0.315805790888667,0.45582163501238643
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016872835230084118,0.10212765957446808,0.011875309252845126,0.7038123167155425,6.891495601173021,1.0,0.010152126080411003,3.03143037708026,0.8695656550405153,0.11085450346420322,0.6701227224083056,0.41004569324149215
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02835230084116774,0.05828797624938149,0.011875309252845126,0.41884816753926696,7.185841651925794,1.0,0.010222711014799822,1.6204233922195326,0.885956357895809,0.1588352084712111,0.3828773363791817,0.3112916559258304
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.03567540821375557,0.07624938149430975,0.011875309252845126,0.33287101248266293,4.365556886615586,1.0,0.009155081441989246,1.384665688030359,0.7994550344638857,0.11869436201780413,0.27780401533422344,0.2443070182465229
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014992577931716973,0.10212765957446808,0.010440376051459673,0.6963696369636962,6.818619361936193,1.0,0.0089092191563056,2.957123034227566,0.8663312840728344,0.09786641929499072,0.6618334819263916,0.3992991595671194
"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.021870361207323108,0.05828797624938149,0.010440376051459673,0.4773755656108597,8.189949219860335,1.0,0.00916559695684183,1.8018905389513997,0.8975283909463522,0.14975159687721787,0.4450273319144323,0.32824635665941965
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.045769421078673926,0.05828797624938149,0.02083127164769916,0.45513513513513515,7.8083880145000695,1.0,0.018163464718917475,1.728340519780401,0.9137546134153469,0.2502972651605232,0.42141031321359196,0.4062602670582297
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.05828797624938149,0.045769421078673926,0.02083127164769916,0.3573853989813243,7.8083880145000695,1.0,0.018163464718917475,1.4849189193782326,0.9259015195310513,0.2502972651605232,0.3265625570864695,0.4062602670582297
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.045769421078673926,0.0599208312716477,0.020385947550717466,0.44540540540540535,7.433231414734304,1.0,0.01764340579286125,1.6950745245101866,0.9069810028922322,0.23897911832946633,0.41005543677263234,0.39281005200080343
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0599208312716477,0.045769421078673926,0.020385947550717466,0.34021469859620146,7.433231414734304,1.0,0.01764340579286125,1.4462743818194317,0.9206341723657402,0.23897911832946633,0.3085682685314613,0.39281005200080343
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.045769421078673926,0.10212765957446808,0.028698664027709056,0.6270270270270271,6.139639639639641,1.0,0.02402434017286576,2.4073388837496146,0.8772764253082169,0.24076380240763806,0.5846035609068785,0.4540173894825058
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.05769421078673924,0.045769421078673926,0.02078179119247897,0.3602058319039451,7.870010662463493,1.0,0.01814116056517893,1.4914649531129576,0.9263822626298996,0.2513464991023339,0.3295182713393171,0.40712994297899957
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.045769421078673926,0.05769421078673924,0.02078179119247897,0.454054054054054,7.870010662463492,1.0,0.01814116056517893,1.7260056535094381,0.9148054866229614,0.2513464991023339,0.4206276219508733,0.40712994297899957
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG APPLES'}),0.045769421078673926,0.04769915883226126,0.013904007916872836,0.3037837837837838,6.368745093641359,1.0,0.011720845031180522,1.3678234131679476,0.8834166653595579,0.17475124378109452,0.26891147616493144,0.2976387798586969
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02083127164769916,0.10212765957446808,0.015685304304799603,0.7529691211401424,7.372822644497227,1.0,0.013557855285460114,3.6346563011456605,0.8827556589527401,0.14621771217712176,0.7248708221229073,0.4532771962289859
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.03567540821375557,0.045769421078673926,0.015685304304799603,0.4396671289875173,9.606132623608351,1.0,0.014052461524110643,1.7029709094115746,0.9290438527727282,0.23852520692249807,0.41279090883265357,0.39118491584510995
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.028698664027709056,0.05828797624938149,0.015685304304799603,0.546551724137931,9.376749019378256,1.0,0.014012517257563518,2.076779367967143,0.919748791121553,0.21998612074947949,0.5184852009682422,0.40782594695860896
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.045769421078673926,0.03567540821375557,0.015685304304799603,0.34270270270270264,9.60613262360835,1.0,0.014052461524110643,1.4671056700695329,0.938871436177739,0.23852520692249807,0.31838583927454567,0.39118491584510995
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.02083127164769916,0.0599208312716477,0.011627906976744186,0.5581947743467933,9.315537893929557,1.0,0.010379679863168546,2.1278136023367544,0.9116431544281532,0.16821760916249107,0.5300340222932098,0.3761246373798376
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.025432953983176645,0.045769421078673926,0.011627906976744186,0.4571984435797665,9.98916815648333,1.0,0.010463855396613637,1.757973181238572,0.9233757367302142,0.1951827242524917,0.4311631083612694,0.3556262488169103
