support,itemsets
0.02028698664027709,frozenset({'SKULL SHOULDER BAG'})
0.019693221177634834,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'})
0.019396338446313707,frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'})
0.01825828797624938,frozenset({'EDWARDIAN PARASOL BLACK'})
0.01622958931222167,frozenset({'RETROSPOT LARGE MILK JUG'})
0.015635823849579417,frozenset({'PIGGY BANK RETROSPOT'})
0.014398812469074715,"frozenset({'AIRLINE LOUNGE,METAL SIGN'})"
0.01355764473033152,frozenset({'CERAMIC CHERRY CAKE MONEY BANK'})
0.012963879267689262,frozenset({'ZINC WILLIE WINKIE  CANDLE STICK'})
0.036763978228599704,frozenset({'RECYCLING BAG RETROSPOT'})
0.02305789213260762,frozenset({'TOY TIDY PINK POLKADOT'})
0.01875309252845126,frozenset({'VINTAGE SNAKES & LADDERS'})
0.013062840178129639,frozenset({'ANTIQUE GLASS DRESSING TABLE POT'})
0.06095992083127165,frozenset({'NATURAL SLATE HEART CHALKBOARD'})
0.058436417615042056,frozenset({'HEART OF WICKER SMALL'})
0.04542305789213261,frozenset({'HEART OF WICKER LARGE'})
0.0330529440870856,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'})
0.029985155863433945,frozenset({'COLOUR GLASS T-LIGHT HOLDER HANGING'})
0.02553191489361702,frozenset({'CREAM HEART CARD HOLDER'})
0.02429490351311232,frozenset({'ENAMEL FLOWER JUG CREAM'})
0.021672439386442355,frozenset({'ENAMEL BREAD BIN CREAM'})
0.01707075705096487,frozenset({'HANGING METAL HEART LANTERN'})
0.014101929737753587,frozenset({'CLASSIC METAL BIRDCAGE PLANT HOLDER'})
0.03320138545274617,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'})
0.02206828302820386,frozenset({'JUMBO BAG DOLLY GIRL DESIGN'})
0.017664522513607124,frozenset({'TRADITIONAL CHRISTMAS RIBBONS'})
0.10212765957446808,frozenset({'JUMBO BAG RED RETROSPOT'})
0.03245917862444334,frozenset({'CHILLI LIGHTS'})
0.03107372587827808,frozenset({'HOMEMADE JAM SCENTED CANDLES'})
0.011380504700643246,frozenset({'GINGHAM HEART  DOORSTOP RED'})
0.02310737258782781,frozenset({'SMALL HEART MEASURING SPOONS'})
0.021870361207323108,frozenset({'RED DINER WALL CLOCK'})
0.019891142998515587,frozenset({'IVORY DINER WALL CLOCK'})
0.018208807521029192,frozenset({'LARGE HEART MEASURING SPOONS'})
0.017862444334487877,frozenset({'RED RETROSPOT UMBRELLA'})
0.017120237506185056,frozenset({'BLUE DINER WALL CLOCK'})
0.015141019297377536,frozenset({'CHRISTMAS LIGHTS 10 REINDEER'})
0.014002968827313212,frozenset({'BLACK/BLUE POLKADOT UMBRELLA'})
0.04769915883226126,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'})
0.040128649183572486,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'})
0.03013359722909451,frozenset({'RETROSPOT HEART HOT WATER BOTTLE'})
0.029045027214250372,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'})
0.028550222662048493,frozenset({'SMALL POPCORN HOLDER'})
0.02078179119247897,frozenset({'SET/6 RED SPOTTY PAPER CUPS'})
0.018159327065809007,frozenset({'ENGLISH ROSE HOT WATER BOTTLE'})
0.016476991588322613,frozenset({'JAM JAR WITH PINK LID'})
0.01583374567046017,frozenset({'DELUXE SEWING KIT'})
0.01578426521523998,frozenset({'PHOTO CUBE'})
0.014745175655616031,frozenset({'JAM JAR WITH GREEN LID'})
0.011083621969322117,frozenset({'POLKADOT RAIN HAT'})
0.010489856506679862,frozenset({'DISCO BALL CHRISTMAS DECORATION'})
0.028401781296387926,frozenset({'WOODEN BOX OF DOMINOES'})
0.02261256803562593,frozenset({'3 STRIPEY MICE FELTCRAFT'})
0.02256308758040574,frozenset({'PICNIC BASKET WICKER SMALL'})
0.021870361207323108,frozenset({'SET OF 6 SOLDIER SKITTLES'})
0.020682830282038593,frozenset({'TRADITIONAL WOODEN SKIPPING ROPE'})
0.03711034141514102,frozenset({'CLOTHES PEGS RETROSPOT PACK 24'})
0.03344878772884711,frozenset({'HAND OVER THE CHOCOLATE   SIGN'})
0.03211281543790203,frozenset({'HAND WARMER OWL DESIGN'})
0.026966848095002473,frozenset({'HAND WARMER SCOTTY DOG DESIGN'})
0.0223156853043048,frozenset({'TRAVEL SEWING KIT'})
0.018357248886689756,frozenset({'HAND WARMER RED RETROSPOT'})
0.01583374567046017,"frozenset({'FANCY FONT BIRTHDAY CARD,'})"
0.027758535378525483,frozenset({'ALARM CLOCK BAKELIKE IVORY'})
0.027362691736763978,frozenset({'HAND WARMER BIRD DESIGN'})
0.026521523998020782,frozenset({'SMALL GLASS HEART TRINKET POT'})
0.021523998020781792,frozenset({'ALARM CLOCK BAKELIKE ORANGE'})
0.019693221177634834,frozenset({'CHICK GREY HOT WATER BOTTLE'})
0.041365660564077186,frozenset({'CHOCOLATE HOT WATER BOTTLE'})
0.037555665512122714,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'})
0.03448787728847105,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'})
0.03176645225136071,frozenset({'HOT WATER BOTTLE I AM SO POORLY'})
0.024393864423552698,frozenset({'WHITE SKULL HOT WATER BOTTLE'})
0.01761504205838694,frozenset({'DOORMAT FAIRY CAKE'})
0.014151410192973776,frozenset({'PACK OF 12 RED RETROSPOT TISSUES'})
0.011825828797624938,frozenset({'PINK DOUGHNUT TRINKET POT'})
0.056754082137555666,frozenset({'LUNCH BAG SPACEBOY DESIGN'})
0.05309252845126175,frozenset({'LUNCH BAG PINK POLKADOT'})
0.049678377041068776,frozenset({'LUNCH BAG WOODLAND'})
0.03320138545274617,frozenset({'GUMBALL COAT RACK'})
0.03280554181098466,frozenset({'BATHROOM METAL SIGN'})
0.02384957941613063,frozenset({'PHOTO FRAME CORNICE'})
0.02330529440870856,frozenset({'LADIES & GENTLEMEN METAL SIGN'})
0.02201880257298367,frozenset({'SCANDINAVIAN REDS RIBBONS'})
0.01979218208807521,frozenset({'TOILET METAL SIGN'})
0.019742701632855023,frozenset({'METAL SIGN TAKE IT OR LEAVE IT'})
0.018951014349332013,frozenset({'CANDLEHOLDER PINK HANGING HEART'})
0.018406729341909945,frozenset({'ASSORTED COLOUR MINI CASES'})
0.017812963879267688,"frozenset({""I'M ON HOLIDAY METAL SIGN""})"
0.017318159327065808,frozenset({'PICTURE DOMINOES'})
0.01702127659574468,frozenset({'BALLOONS  WRITING SET'})
0.016872835230084118,frozenset({'SET 20 NAPKINS FAIRY CAKES DESIGN'})
0.016625432953983176,frozenset({'SET/10 PINK POLKADOT PARTY CANDLES'})
0.01504205838693716,frozenset({'KITCHEN METAL SIGN'})
0.014398812469074715,frozenset({'SET OF 4 ENGLISH ROSE PLACEMATS'})
0.01355764473033152,frozenset({'SET OF 4 ENGLISH ROSE COASTERS'})
0.01355764473033152,frozenset({'JAZZ HEARTS PURSE NOTEBOOK'})
0.013458683819891144,frozenset({'BIRD HOUSE HOT WATER BOTTLE'})
0.012864918357248886,frozenset({'SET OF 9 HEART SHAPED BALLOONS'})
0.01256803562592776,frozenset({'FAIRY CAKE FLANNEL ASSORTED COLOUR'})
0.012469074715487383,frozenset({'FAMILY PHOTO FRAME CORNICE'})
0.011133102424542306,frozenset({'APPLE BATH SPONGE'})
0.011083621969322117,frozenset({'STRAWBERRY BATH SPONGE'})
0.010737258782780802,frozenset({'GROW YOUR OWN BASIL IN ENAMEL MUG'})
0.010638297872340425,frozenset({'RETROSPOT CIGAR BOX MATCHES'})
0.010143493320138546,frozenset({'TRIPLE PHOTO FRAME CORNICE'})
0.06234537357743691,frozenset({'LUNCH BAG  BLACK SKULL.'})
0.05601187530925285,frozenset({'LUNCH BAG CARS BLUE'})
0.03325086590796635,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'})
0.033151904997525974,frozenset({'SET OF 3 HEART COOKIE CUTTERS'})
0.032261256803562594,frozenset({'PACK OF 72 SKULL CAKE CASES'})
0.02929242949035131,frozenset({'72 SWEETHEART FAIRY CAKE CASES'})
0.024888668975754577,frozenset({'PACK OF 60 SPACEBOY CAKE CASES'})
0.018604651162790697,frozenset({'HEART IVORY TRELLIS SMALL'})
0.018406729341909945,frozenset({'3 PIECE SPACEBOY COOKIE CUTTER SET'})
0.015437902028698665,frozenset({'HEART IVORY TRELLIS LARGE'})
0.015190499752597723,frozenset({'CHOCOLATE BOX RIBBONS'})
0.012370113805047007,frozenset({'PINK DRAWER KNOB ACRYLIC EDWARDIAN'})
0.010836219693221178,frozenset({'ROMANTIC PINKS RIBBONS'})
0.04240475012370114,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'})
0.050569025235032164,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'})
0.033745670460168235,frozenset({'DOORMAT RED RETROSPOT'})
0.03166749134092034,frozenset({'RED  HARMONICA IN BOX'})
0.02889658584858981,frozenset({'BLUE HARMONICA IN BOX'})
0.028599703117268678,frozenset({'DOORMAT HEARTS'})
0.027412172191984167,frozenset({'PLASTERS IN TIN SKULLS'})
0.026867887184562098,frozenset({'LOVEBIRD HANGING DECORATION WHITE'})
0.02508659079663533,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'})
0.024740227610094014,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'})
0.022958931222167245,frozenset({'4 TRADITIONAL SPINNING TOPS'})
0.021919841662543297,frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'})
0.02177140029688273,frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR'})
0.020237506185056903,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'})
0.01929737753587333,frozenset({'AIRLINE BAG VINTAGE TOKYO 78'})
0.015437902028698665,frozenset({'10 COLOUR SPACEBOY PEN'})
0.014200890648193963,frozenset({'SLEEPING CAT ERASERS'})
0.014151410192973776,frozenset({'SILVER HANGING T-LIGHT HOLDER'})
0.013953488372093023,frozenset({'CARD CIRCUS PARADE'})
0.01256803562592776,frozenset({'12 PENCILS TALL TUBE SKULLS'})
0.010935180603661554,frozenset({'RIBBON REEL MAKING SNOWMEN'})
0.010935180603661554,frozenset({'CARD BIRTHDAY COWBOY'})
0.010489856506679862,frozenset({'PENS ASSORTED FUNNY FACE'})
0.04032657100445324,frozenset({'JUMBO BAG STRAWBERRY'})
0.03211281543790203,frozenset({'JUMBO BAG OWLS'})
0.02281048985650668,frozenset({'FELTCRAFT CUSHION OWL'})
0.020138545274616528,frozenset({'STRAWBERRY SHOPPER BAG'})
0.016625432953983176,frozenset({'AGED GLASS SILVER T-LIGHT HOLDER'})
0.014547253834735279,frozenset({'FULL ENGLISH BREAKFAST PLATE'})
0.012617516081147946,frozenset({'OWL DOORSTOP'})
0.011133102424542306,"frozenset({""CHILDREN'S SPACEBOY MUG""})"
0.04661058881741712,frozenset({'6 RIBBONS RUSTIC CHARM'})
0.043047996041563584,frozenset({'REX CASH+CARRY JUMBO SHOPPER'})
0.04106877783275606,frozenset({'DOLLY GIRL LUNCH BOX'})
0.028451261751608115,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'})
0.026472043542800593,frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'})
0.021919841662543297,frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'})
0.020682830282038593,frozenset({'SOLDIERS EGG CUP'})
0.020484908461157844,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'})
0.018703612073231075,frozenset({'FELTCRAFT CUSHION RABBIT'})
0.018357248886689756,frozenset({'RED RETROSPOT MINI CASES'})
0.016724393864423554,frozenset({'FELTCRAFT CUSHION BUTTERFLY'})
0.015982187036120733,frozenset({'FELTCRAFT DOLL MOLLY'})
0.015487382483918852,frozenset({'FELTCRAFT CHRISTMAS FAIRY'})
0.01479465611083622,frozenset({'RED RETROSPOT PLATE'})
0.014398812469074715,frozenset({'FELTCRAFT DOLL ROSIE'})
0.014200890648193963,frozenset({'ROUND SNACK BOXES SET OF 4 SKULLS'})
0.014002968827313212,frozenset({'FELTCRAFT PRINCESS OLIVIA DOLL'})
0.012666996536368134,frozenset({'FELTCRAFT DOLL EMILY'})
0.011825828797624938,frozenset({'RED RETROSPOT TAPE'})
0.04359228104898565,frozenset({'VINTAGE SNAP CARDS'})
0.03424047501237011,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'})
0.03290450272142504,frozenset({'PLASTERS IN TIN SPACEBOY'})
0.029688273132112815,frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'})
0.029193468579910935,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'})
0.02751113310242454,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'})
0.026719445818901535,frozenset({'CHILDRENS APRON SPACEBOY DESIGN'})
0.026521523998020782,frozenset({'FELTCRAFT 6 FLOWER FRIENDS'})
0.025284512617516082,frozenset({'PACK OF 12 LONDON TISSUES'})
0.02330529440870856,frozenset({'FELTCRAFT BUTTERFLY HEARTS'})
0.020633349826818408,frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'})
0.019891142998515587,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'})
0.01979218208807521,frozenset({'WICKER STAR'})
0.019198416625432955,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'})
0.018109846610588818,frozenset({'HAND WARMER BABUSHKA DESIGN'})
0.01761504205838694,frozenset({'SET 12 RETRO WHITE CHALK STICKS'})
0.015338941118258289,frozenset({'RIBBON REEL CHRISTMAS SOCK BAUBLE'})
0.01504205838693716,"frozenset({""CHILDREN'S APRON DOLLY GIRL""})"
0.013359722909450767,frozenset({'RIBBON REEL SNOWY VILLAGE'})
0.012815437902028699,frozenset({'MAGIC DRAWING SLATE SPACEBOY'})
0.01251855517070757,frozenset({'CHARLIE + LOLA RED HOT WATER BOTTLE'})
0.011825828797624938,frozenset({'ADVENT CALENDAR GINGHAM SACK'})
0.011479465611083622,frozenset({'PURPLE DRAWERKNOB ACRYLIC EDWARDIAN'})
0.011429985155863433,frozenset({'MAGIC DRAWING SLATE DOLLY GIRL'})
0.015239980207817912,frozenset({'ROTATING LEAVES T-LIGHT HOLDER'})
0.027164769915883225,frozenset({'GREY HEART HOT WATER BOTTLE'})
0.019891142998515587,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME'})
0.012617516081147946,frozenset({'KINGS CHOICE TEA CADDY'})
0.012073231073725878,frozenset({'BOYS VINTAGE TIN SEASIDE BUCKET'})
0.011331024245423057,frozenset({'GIRLS VINTAGE TIN SEASIDE BUCKET'})
0.011331024245423057,frozenset({'S/6 WOODEN SKITTLES IN COTTON BAG'})
0.01128154379020287,frozenset({'METAL SIGN EMPIRE TEA'})
0.011232063334982683,frozenset({'RED METAL BEACH SPADE'})
0.023899059871350815,frozenset({'FAWN BLUE HOT WATER BOTTLE'})
0.01924789708065314,frozenset({'PACK OF 6 BIRDY GIFT TAGS'})
0.017417120237506186,frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'})
0.014497773379515091,frozenset({'DOORSTOP RETROSPOT HEART'})
0.021969322117763482,frozenset({'RED RETROSPOT OVEN GLOVE'})
0.025878278080158336,frozenset({'ZINC METAL HEART DECORATION'})
0.018505690252350323,frozenset({'CHRISTMAS CRAFT WHITE FAIRY'})
0.017318159327065808,frozenset({'RETROSPOT CHILDRENS APRON'})
0.016130628401781297,frozenset({'COLOURING PENCILS BROWN TUBE'})
0.014695695200395844,frozenset({'HEART FILIGREE DOVE  SMALL'})
0.018406729341909945,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'})
0.014547253834735279,frozenset({'FRENCH WC SIGN BLUE METAL'})
0.013508164275111331,frozenset({'VICTORIAN SEWING BOX SMALL'})
0.01251855517070757,frozenset({'VICTORIAN SEWING BOX MEDIUM'})
0.017812963879267688,frozenset({'WASHROOM METAL SIGN'})
0.02582879762493815,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'})
0.021474517565561603,frozenset({'VINTAGE PAISLEY STATIONERY SET'})
0.02083127164769916,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES'})
0.02003958436417615,frozenset({'RIBBON REEL STRIPES DESIGN'})
0.015586343394359228,frozenset({'RETROSPOT PARTY BAG + STICKER SET'})
0.014200890648193963,frozenset({'DINOSAURS  WRITING SET'})
0.01251855517070757,frozenset({'RIBBON REEL CHRISTMAS PRESENT'})
0.012469074715487383,frozenset({'SKULLS WRITING SET'})
0.012370113805047007,frozenset({'HEART FILIGREE DOVE LARGE'})
0.01152894606630381,frozenset({'SET/10 BLUE POLKADOT PARTY CANDLES'})
0.010687778327560614,frozenset({'STAR WOODEN CHRISTMAS DECORATION'})
0.094210786739238,frozenset({'REGENCY CAKESTAND 3 TIER'})
0.018505690252350323,frozenset({'BLACK RECORD COVER FRAME'})
0.017812963879267688,"frozenset({'RECORD FRAME 7"" SINGLE SIZE'})"
0.015734784760019792,frozenset({'36 PENCILS TUBE RED RETROSPOT'})
0.012122711528946067,frozenset({'ROCKING HORSE RED CHRISTMAS'})
0.02335477486392875,frozenset({'VINTAGE UNION JACK BUNTING'})
0.015982187036120733,frozenset({'PAPER BUNTING WHITE LACE'})
0.010737258782780802,frozenset({'CARD I LOVE LONDON'})
0.021622958931222167,frozenset({'CARD BILLBOARD FONT'})
0.015190499752597723,frozenset({'CARD DOLLY GIRL'})
0.014002968827313212,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'})
0.010440376051459673,frozenset({'RAINY LADIES BIRTHDAY CARD'})
0.014448292924294904,frozenset({'LANTERN CREAM GAZEBO'})
0.01707075705096487,frozenset({'ANTIQUE SILVER TEA GLASS ENGRAVED'})
0.03478476001979218,frozenset({'JUMBO STORAGE BAG SKULLS'})
0.021573478476001978,frozenset({'PICNIC BASKET WICKER LARGE'})
0.015932706580900544,frozenset({'PLACE SETTING WHITE HEART'})
0.014497773379515091,frozenset({'RETROSPOT RED WASHING UP GLOVES'})
0.013161801088570015,frozenset({'CALENDAR PAPER CUT DESIGN'})
0.012963879267689262,frozenset({'SMALL RED BABUSHKA NOTEBOOK'})
0.01227115289460663,frozenset({'BUTTON BOX'})
0.01227115289460663,frozenset({'12 MESSAGE CARDS WITH ENVELOPES'})
0.011677387431964375,frozenset({'GARLAND WOODEN HAPPY EASTER'})
0.011677387431964375,frozenset({'HERB MARKER MINT'})
0.011677387431964375,frozenset({'HERB MARKER BASIL'})
0.011578426521523999,frozenset({'HERB MARKER ROSEMARY'})
0.01152894606630381,frozenset({'HERB MARKER THYME'})
0.011479465611083622,frozenset({'HERB MARKER PARSLEY'})
0.010192973775358733,frozenset({'HERB MARKER CHIVES'})
0.031914893617021274,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'})
0.03003463631865413,frozenset({'PINK CREAM FELT CRAFT TRINKET BOX'})
0.018208807521029192,frozenset({'SWEETHEART CAKESTAND 3 TIER'})
0.012419594260267194,frozenset({'RED RETROSPOT OVEN GLOVE DOUBLE'})
0.012419594260267194,frozenset({'CHRISTMAS HANGING STAR WITH BELL'})
0.012073231073725878,frozenset({'CHRISTMAS TOILET ROLL'})
0.050123701138050474,frozenset({'ROSES REGENCY TEACUP AND SAUCER'})
0.014200890648193963,frozenset({'HANGING HEART MIRROR DECORATION'})
0.010143493320138546,frozenset({'CHRISTMAS LIGHTS 10 VINTAGE BAUBLES'})
0.04824344383968333,frozenset({'GREEN REGENCY TEACUP AND SAUCER'})
0.018159327065809007,frozenset({'ENAMEL MEASURING JUG CREAM'})
0.01746660069272637,frozenset({'12 PENCILS SMALL TUBE SKULL'})
0.01746660069272637,frozenset({'12 PENCIL SMALL TUBE WOODLAND'})
0.03334982681840673,frozenset({'IVORY KITCHEN SCALES'})
0.026026719445818903,frozenset({'RED KITCHEN SCALES'})
0.024146462147451756,frozenset({'METAL 4 HOOK HANGER FRENCH CHATEAU'})
0.042256308758040574,frozenset({'JUMBO BAG WOODLAND ANIMALS'})
0.016724393864423554,frozenset({'MULTI COLOUR SILVER T-LIGHT HOLDER'})
0.017219198416625434,frozenset({'WOODEN ROUNDERS GARDEN SET'})
0.013112320633349828,frozenset({'CARD PSYCHEDELIC APPLES'})
0.010836219693221178,frozenset({'CHILDS BREAKFAST SET SPACEBOY'})
0.01004453240969817,frozenset({'MAKE YOUR OWN FLOWERPOWER CARD KIT'})
0.020633349826818408,frozenset({'WHITE WOOD GARDEN PLANT LADDER'})
0.016625432953983176,frozenset({'MINT KITCHEN SCALES'})
0.010935180603661554,frozenset({'CAKE PLATE LOVEBIRD WHITE'})
0.012963879267689262,frozenset({'NO JUNK MAIL METAL SIGN'})
0.010687778327560614,frozenset({'GLASS JAR ENGLISH CONFECTIONERY'})
0.010094012864918357,frozenset({'GLASS  BEURRE DISH'})
0.01627906976744186,frozenset({'RED RETROSPOT WRAP'})
0.013310242454230578,"frozenset({'BIRTHDAY CARD, RETRO SPOT'})"
0.011726867887184562,frozenset({'GIN & TONIC DIET GREETING CARD'})
0.01128154379020287,frozenset({'FANCY FONTS BIRTHDAY WRAP'})
0.05368629391390401,frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'})
0.03221177634834241,frozenset({'GINGERBREAD MAN COOKIE CUTTER'})
0.028500742206828304,frozenset({'BOX OF 24 COCKTAIL PARASOLS'})
0.027214250371103414,frozenset({'PLASTERS IN TIN CIRCUS PARADE'})
0.024690747154873825,frozenset({'PLASTERS IN TIN STRONGMAN'})
0.02434438396833251,frozenset({'NO SINGING METAL SIGN'})
0.022266204849084613,frozenset({'RECIPE BOX RETROSPOT'})
0.02127659574468085,frozenset({'PACK OF 12 TRADITIONAL CRAYONS'})
0.020435428005937655,frozenset({'WOODEN SCHOOL COLOURING SET'})
0.01751608114794656,frozenset({'PACK OF 12 SUKI TISSUES'})
0.017268678871845623,frozenset({'RECIPE BOX BLUE SKETCHBOOK DESIGN'})
0.014398812469074715,frozenset({'GIN AND TONIC MUG'})
0.013112320633349828,frozenset({'PACK OF 12 WOODLAND TISSUES'})
0.01251855517070757,frozenset({'PINK HEART SHAPE EGG FRYING PAN'})
0.011974270163285502,frozenset({'EMERGENCY FIRST AID TIN'})
0.011578426521523999,frozenset({'CARD PARTY GAMES'})
0.01128154379020287,frozenset({'PACK OF 12 SKULL TISSUES'})
0.010687778327560614,frozenset({'PACK OF 12 SPACEBOY TISSUES'})
0.01029193468579911,frozenset({'20 DOLLY PEGS RETROSPOT'})
0.010242454230578922,frozenset({'PACK OF 12 PINK PAISLEY TISSUES'})
0.025927758535378525,frozenset({'RED RETROSPOT CAKE STAND'})
0.011429985155863433,frozenset({'GUMBALL MAGAZINE RACK'})
